,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Categories,Outlet_Age,Item_MRP_Categories
124,12.6,0,0.049058014,62.7194,2,2,1,1,866.8716,1,7,0
125,17.7,0,0.01161096,95.041,6,2,1,1,868.869,1,10,2
126,14.15,0,0.183507295,82.4276,8,2,0,1,1137.1864,0,17,2
127,19.25,0,0.102349519,52.7956,2,2,1,1,928.1252,1,7,0
128,8.88,0,0.086708987,151.7682,1,0,2,1,762.341,0,27,3
129,20.5,0,0.032835147,40.2822,7,2,1,1,707.0796,2,12,0
130,12.305705009276435,0,0.033809913,180.5976,5,1,2,3,7968.2944,1,29,3
131,13.5,0,0.07266912,160.292,8,2,0,1,1438.128,2,17,3
132,13.14231395348837,0,0.144338493,224.4404,5,1,2,3,6976.2524,2,29,1
133,8.89,0,0.009163216,101.7016,0,2,2,0,101.2016,1,16,2
134,7.855,0,0.011307038,188.5188,3,1,2,2,952.094,1,5,3
135,7.235,0,0.076855628,116.0492,8,2,0,1,1969.4364,2,17,2
136,13.69073076923077,0,0.059956876,165.4526,5,1,2,3,5262.4832,1,29,3
137,6.92,0,0.038532062,60.5852,7,2,1,1,1314.2892,1,12,0
138,9.3,0,0.043209581,90.8172,2,2,1,1,535.3032,1,7,2
139,18.5,0,0.056816465,132.1284,0,2,2,0,263.6568,2,16,2
140,8.02,0,0.019866705,154.5972,6,2,1,1,1402.1748,2,10,3
141,9.195,0,0.048331717,105.1622,2,2,1,1,1693.7952,2,7,2
142,12.8,0,0.091221855,105.5938,7,2,1,1,2143.876,2,12,2
143,16.6,0,0.027622076,177.6344,9,1,0,1,2676.516,2,15,3
144,14.0,1,0.0,53.064,6,2,1,1,905.488,1,10,0
145,18.6,0,0.039355947,246.3802,9,1,0,1,7370.406,1,15,1
146,16.0,0,0.060836524,226.8404,6,2,1,1,6301.1312,1,10,1
147,17.6,0,0.082316506,160.692,6,2,1,1,1597.92,2,10,3
148,21.25,0,0.155350299,178.237,6,2,1,1,529.311,1,10,3
149,7.235,0,0.076841095,117.5492,6,2,1,1,1969.4364,2,10,2
150,14.6,0,0.151419185,50.3692,2,2,1,1,1034.6532,0,7,0
151,13.85,1,0.026001976,161.521,3,1,2,2,1794.331,1,5,3
152,13.65,1,0.073209447,197.6426,3,1,2,2,2768.3964,1,5,3
153,11.847459893048129,0,0.041683481,31.29,5,1,2,3,898.83,0,29,0
154,7.365,0,0.042560252,226.172,8,2,0,1,3169.208,1,17,1
155,18.35,0,0.014081156,223.5746,3,1,2,2,3589.9936,2,5,1
156,5.465,1,0.0,132.5626,3,1,2,2,262.3252,1,5,2
157,18.6,0,0.152918384,99.8358,2,2,1,1,1910.1802,1,7,2
158,13.85,0,0.030969274,140.9154,2,2,1,1,1701.7848,0,7,3
159,14.0,1,0.060376776,154.5656,1,0,2,1,2471.4496,1,27,3
160,14.0,1,0.04192285,54.764,1,0,2,1,1331.6,1,27,0
161,13.224769381746812,0,0.077367431,97.0094,5,1,2,3,1808.9786,1,29,2
162,5.905,0,0.045838211,222.5456,3,1,2,2,3315.684,1,5,1
163,7.27,0,0.071077939,114.2518,8,2,0,1,2618.5914,0,17,2
164,6.155,1,0.094659871,214.556,8,2,0,1,2769.728,1,17,1
165,19.5,1,0.077608838,233.4958,2,2,1,1,5375.0034,0,7,1
166,15.2,0,0.021327477,216.8824,2,2,1,1,2838.9712,1,7,1
167,12.15,1,0.042485444,125.0046,3,1,2,2,1743.0644,1,5,2
168,13.384736495388667,0,0.025578526,198.8084,5,1,2,3,5555.4352,2,29,3
169,12.6,0,0.0489808,61.9194,3,1,2,2,619.194,1,5,0
170,14.5,0,0.019471688,164.821,6,2,1,1,2120.573,2,10,3
171,16.6,0,0.122918852,173.0738,2,2,1,1,3823.0236,1,7,3
172,11.8,1,0.057373797,151.4366,1,0,2,1,1360.2294,1,27,3
173,13.1,1,0.044155597,178.8318,1,0,2,1,3969.4996,1,27,3
174,17.7,0,0.291865402,115.1834,0,2,2,0,345.5502,1,16,2
175,17.85,0,0.0,196.5794,0,2,2,0,585.2382,1,16,3
176,12.3,1,0.064750025,92.6804,7,2,1,1,1010.6844,1,12,2
177,11.8,0,0.098312421,81.4618,0,2,2,0,161.1236,2,16,2
178,11.847459893048129,1,0.191013663,42.1112,4,2,0,0,42.6112,0,29,0
179,11.1,0,0.176573035,157.4604,7,2,1,1,3010.7476,1,12,3
180,12.867061281337046,1,0.060134441,153.0656,5,1,2,3,6024.1584,1,29,3
181,11.3,0,0.007294652,198.1426,7,2,1,1,988.713,1,12,3
182,13.14231395348837,0,0.128478462,117.944,4,2,0,0,239.688,2,29,2
183,5.75,1,0.075107656,112.8176,1,0,2,1,1374.2112,1,27,2
184,12.277108208955225,1,0.049381406,226.8062,5,1,2,3,4739.8302,1,29,1
185,11.35,1,0.045165796,100.0016,3,1,2,2,1012.016,1,5,2
186,13.224769381746812,1,0.09415375,165.7526,4,2,0,0,657.8104,1,29,3
187,14.0,0,0.028907832,130.431,9,1,0,1,778.986,2,15,2
188,19.75,1,0.018059621,179.766,7,2,1,1,2336.958,1,12,3
189,6.525,0,0.090436094,85.0882,9,1,0,1,2233.0932,2,15,2
190,10.3,0,0.146399712,103.9648,9,1,0,1,1661.8368,1,15,2
191,5.78,1,0.074264356,264.7568,9,1,0,1,4745.8224,1,15,1
192,11.85,1,0.050186726,164.1526,7,2,1,1,3124.5994,1,12,3
193,16.35,0,0.020631654,50.1324,3,1,2,2,467.3916,1,5,0
194,13.384736495388667,0,0.01561108,182.5976,5,1,2,3,5070.7328,2,29,3
195,10.5,0,0.041395445,37.6164,8,2,0,1,540.6296,1,17,0
196,19.0,1,0.097313129,48.0718,8,2,0,1,992.7078,1,17,0
197,14.6,0,0.059582996,238.8538,9,1,0,1,6008.845,2,15,1
198,13.42606890459364,1,0.098663652,62.9194,5,1,2,3,2105.2596,1,29,0
199,12.305705009276435,1,0.101338651,232.63,5,1,2,3,5359.69,1,29,1
200,18.75,0,0.052146456,104.628,7,2,1,1,745.696,2,12,2
201,5.26,1,0.041764487,161.8868,6,2,1,1,3275.736,1,10,3
202,18.25,0,0.054344186,140.2154,7,2,1,1,1701.7848,1,12,3
203,12.277108208955225,0,0.078362484,177.937,5,1,2,3,6704.606,1,29,3
204,15.1,0,0.052339069,242.7512,8,2,0,1,4119.9704,1,17,1
205,15.5,1,0.042464962,81.5934,0,2,2,0,327.5736,1,16,2
206,13.65,0,0.065732883,45.7402,9,1,0,1,780.9834,1,15,0
207,16.1,0,0.023625114,189.3846,7,2,1,1,3630.6074,0,12,3
208,12.987879554655873,1,0.051643608,107.3622,4,2,0,0,317.5866,1,29,2
209,12.85,0,0.165694219,39.7164,0,2,2,0,231.6984,1,16,0
210,9.5,0,0.041878397,32.99,6,2,1,1,133.16,0,10,0
211,13.8,0,0.058091482,245.1802,6,2,1,1,5650.6446,0,10,1
212,5.78,1,0.0,263.7568,2,2,1,1,2636.568,1,7,1
213,19.7,0,0.026903714,96.0726,7,2,1,1,1272.3438,2,12,2
214,14.65,0,0.0,161.5552,0,2,2,0,324.9104,2,16,3
215,6.67,1,0.150554711,130.0626,0,2,2,0,131.1626,1,16,2
216,6.11,1,0.0,131.2968,0,2,2,0,260.9936,1,16,2
217,13.65,1,0.134975628,260.0936,0,2,2,0,260.9936,1,16,1
218,17.2,0,0.15616879,160.6578,1,0,2,1,3690.5294,1,27,3
219,6.32,0,0.0,40.2822,6,2,1,1,1139.1838,1,10,0
220,4.88,1,0.133700752,52.9298,9,1,0,1,1995.4026,1,15,0
221,5.425,1,0.115119905,88.3514,2,2,1,1,1416.8224,1,7,2
222,15.85,1,0.110030997,37.2506,8,2,0,1,265.6542,1,17,0
223,7.5,0,0.051038045,121.7072,2,2,1,1,3552.7088,1,7,2
224,12.65,0,0.062837968,161.5578,1,0,2,1,2406.867,0,27,3
225,13.853284671532847,0,0.017116983,211.956,4,2,0,0,213.056,2,29,1
226,20.75,0,0.024129332,124.173,1,0,2,1,2956.152,1,27,2
227,13.42606890459364,0,0.049754975,152.134,4,2,0,0,153.134,0,29,3
228,9.0,0,0.0,79.7644,6,2,1,1,1649.8524,1,10,2
229,12.305705009276435,0,0.101561568,181.9292,5,1,2,3,3101.2964,1,29,3
230,13.384736495388667,0,0.005949644,165.6526,5,1,2,3,4769.1254,2,29,3
231,12.552843137254904,1,0.13956116,170.4764,5,1,2,3,3435.528,1,29,3
232,14.1,0,0.126035694,86.4198,7,2,1,1,1133.8574,1,12,2
233,7.55,0,0.027164679,152.334,6,2,1,1,2603.278,1,10,3
234,13.0,0,0.099325278,45.406,8,2,0,1,605.878,2,17,0
235,11.40032786885246,0,0.04357366,192.8846,5,1,2,3,2293.0152,0,29,3
236,12.987879554655873,1,0.082741482,118.7782,4,2,0,0,119.1782,1,29,2
237,12.3,1,0.064565202,92.9804,1,0,2,1,1929.4884,1,27,2
238,12.987879554655873,0,0.084554569,109.8912,5,1,2,3,2074.6328,1,29,2
239,13.14231395348837,0,0.058451805,79.9618,5,1,2,3,241.6854,2,29,2
240,17.25,0,0.113748685,251.3724,7,2,1,1,6795.1548,2,12,1
241,15.85,0,0.020603511,42.7112,2,2,1,1,639.168,2,7,0
242,18.85,0,0.052044976,192.1846,6,2,1,1,3248.4382,2,10,3
243,16.35,1,0.062764429,227.6062,2,2,1,1,7222.5984,1,7,1
244,14.1,0,0.087977262,229.0668,6,2,1,1,3225.1352,0,10,1
245,7.905,0,0.010010425,249.0408,6,2,1,1,3755.112,1,10,1
246,12.0,0,0.033946163,179.3976,1,0,2,1,3440.8544,1,27,3
247,12.15,1,0.058414678,163.4552,6,2,1,1,974.7312,1,10,3
248,10.1,0,0.027106459,75.367,9,1,0,1,535.969,1,15,2
249,17.5,0,0.027022883,262.491,2,2,1,1,5259.82,1,7,1
250,13.42606890459364,0,0.058153409,152.034,4,2,0,0,306.268,0,29,3
251,17.1,0,0.128937661,112.3886,3,1,2,2,1779.0176,1,5,2
252,7.785,0,0.088846306,61.451,9,1,0,1,759.012,1,15,0
253,11.8,1,0.09357779,125.9704,1,0,2,1,1877.556,1,27,2
254,13.15,1,0.165694678,171.8764,7,2,1,1,3779.0808,1,12,3
255,12.867061281337046,0,0.148392623,41.5796,4,2,0,0,41.2796,1,29,0
256,8.5,0,0.098438394,51.1324,2,2,1,1,259.662,1,7,0
257,8.645,0,0.143303291,96.341,1,0,2,1,193.082,2,27,2
258,17.6,1,0.076276208,110.9202,7,2,1,1,1687.803,1,12,2
259,9.1,0,0.175103435,127.5362,2,2,1,1,4655.9394,1,7,2
260,12.8,1,0.023511371,225.9404,1,0,2,1,4950.8888,1,27,1
261,7.63,0,0.06105276,95.4436,6,2,1,1,1418.154,0,10,2
262,9.285,1,0.049559042,246.4144,2,2,1,1,1225.072,1,7,1
263,13.6,1,0.119418124,231.03,7,2,1,1,5359.69,1,12,1
264,8.895,0,0.072545601,176.237,7,2,1,1,1764.37,1,12,3
265,16.35,0,0.090486828,195.211,1,0,2,1,2553.343,2,27,3
266,17.6,0,0.056245075,43.3454,1,0,2,1,1006.6896,1,27,0
267,7.975,0,0.014618973,85.225,1,0,2,1,1081.925,1,27,2
268,15.85,0,0.043479126,36.7164,2,2,1,1,308.9312,1,7,0
269,15.7,0,0.045166237,178.666,1,0,2,1,2516.724,1,27,3
270,8.985,1,0.057827101,128.831,8,2,0,1,1428.141,1,17,2
271,20.35,0,0.089394766,260.1594,1,0,2,1,2093.2752,1,27,1
272,6.59,0,0.10550944,85.6908,1,0,2,1,1929.4884,1,27,2
273,19.85,0,0.005234153,264.0884,6,2,1,1,5829.7448,1,10,1
274,16.85,0,0.036390174,91.4488,8,2,0,1,2082.6224,1,17,2
275,12.81734421364985,0,0.03292824,173.1738,5,1,2,3,7298.4996,1,29,3
276,16.75,0,0.081252534,256.4988,1,0,2,1,7452.9652,1,27,1
277,17.6,1,0.076552407,110.5202,2,2,1,1,450.0808,1,7,2
278,7.905,0,0.016758569,250.4408,0,2,2,0,500.6816,1,16,1
279,12.987879554655873,0,0.044248175,126.202,5,1,2,3,3668.558,1,29,2
280,7.785,1,0.038288087,103.1964,3,1,2,2,736.3748,1,5,2
281,7.825,0,0.186032678,253.0698,6,2,1,1,6088.0752,2,10,1
282,13.384736495388667,0,0.031867464,101.0016,5,1,2,3,2125.2336,2,29,2
283,20.75,0,0.021370201,153.0024,2,2,1,1,2277.036,0,7,3
284,13.224769381746812,0,0.193772568,190.3846,4,2,0,0,573.2538,1,29,3
285,6.26,1,0.009866049,151.1366,6,2,1,1,2267.049,1,10,3
286,18.2,0,0.082551042,147.3734,0,2,2,0,296.9468,1,16,3
287,13.0,0,0.099729888,46.306,3,1,2,2,559.272,2,5,0
288,20.25,1,0.018801549,222.1772,6,2,1,1,5559.43,1,10,1
289,8.695,0,0.119721451,95.5094,9,1,0,1,1237.7222,2,15,2
290,7.27,0,0.071222087,113.5518,7,2,1,1,569.259,0,12,2
291,12.768202247191011,1,0.060371962,174.0712,5,1,2,3,3866.9664,1,29,3
292,12.85,0,0.033287541,198.4768,7,2,1,1,1379.5376,1,12,3
293,7.075,0,0.05858462,142.7128,3,1,2,2,1869.5664,1,5,3
294,12.277108208955225,1,0.11679292,196.211,5,1,2,3,5499.508,1,29,3
295,8.195,0,0.031452265,94.3462,9,1,0,1,925.462,1,15,2
296,7.09,0,0.00721395,47.9034,6,2,1,1,583.2408,1,10,0
297,6.095,0,0.081196619,141.4154,8,2,0,1,1418.154,2,17,3
298,19.35,1,0.049916364,80.2644,2,2,1,1,942.7728,1,7,2
299,6.15,0,0.04627095,99.3384,8,2,0,1,2364.9216,1,17,2
300,12.305705009276435,1,0.02747716,87.9856,5,1,2,3,3251.7672,1,29,2
301,13.224769381746812,1,0.104704537,125.2678,4,2,0,0,254.3356,1,29,2
302,17.7,0,0.012540003,167.0474,6,2,1,1,5895.659,2,10,3
303,17.85,0,0.147023834,93.7436,3,1,2,2,1134.5232,1,5,2
304,9.395,0,0.159657596,224.972,7,2,1,1,7696.648,0,12,1
305,15.75,0,0.141398626,250.5382,2,2,1,1,2775.7202,0,7,1
306,7.475,0,0.148821808,241.2854,7,2,1,1,5317.0788,1,12,1
307,7.075,0,0.0,98.0068,3,1,2,2,874.8612,1,5,2
308,6.445,0,0.029691762,92.6436,8,2,0,1,1039.9796,1,17,2
309,19.1,0,0.096715523,235.0958,6,2,1,1,3038.0454,1,10,1
310,20.25,1,0.014790559,193.6162,6,2,1,1,3848.324,1,10,3
311,15.0,1,0.054378253,59.1904,8,2,0,1,527.3136,1,17,0
312,6.67,1,0.123428594,89.1514,8,2,0,1,2390.8878,1,17,2
313,12.305705009276435,1,0.029943463,60.222,5,1,2,3,1677.816,1,29,0
314,16.7,1,0.052368061,112.7176,1,0,2,1,801.6232,1,27,2
315,7.07,0,0.093861144,115.5834,7,2,1,1,1267.0174,1,12,2
316,6.48,0,0.033968647,148.0076,7,2,1,1,886.8456,1,12,3
317,19.0,1,0.173154079,228.272,0,2,2,0,452.744,1,16,1
318,13.35,0,0.139735226,147.5392,7,2,1,1,3877.6192,1,12,3
319,13.224769381746812,0,0.043351896,146.6418,5,1,2,3,4414.254,1,29,3
320,11.40032786885246,0,0.042086652,122.4388,5,1,2,3,5448.9072,0,29,2
321,9.695,1,0.12848269,223.9404,9,1,0,1,4950.8888,1,15,1
322,15.0,0,0.049357077,62.6168,2,2,1,1,958.752,0,7,0
323,11.15,1,0.008326735,149.9708,2,2,1,1,1956.1204,1,7,3
324,20.85,0,0.021362955,103.2306,9,1,0,1,2404.2038,1,15,2
325,9.8,0,0.151420934,194.3478,0,2,2,0,387.4956,2,16,3
326,16.35,0,0.032511818,165.0842,1,0,2,1,994.7052,1,27,3
327,9.6,1,0.022323658,101.299,7,2,1,1,1754.383,1,12,2
328,13.14231395348837,0,0.019292355,129.9994,5,1,2,3,3340.9844,2,29,2
329,13.35,0,0.048124443,216.7166,7,2,1,1,3918.8988,1,12,1
330,20.7,0,0.09261307,76.367,1,0,2,1,306.268,0,27,2
331,12.277108208955225,0,0.094697274,158.4604,5,1,2,3,4278.4308,1,29,3
332,16.2,0,0.035984104,260.6278,7,2,1,1,4425.5726,1,12,1
333,12.987879554655873,1,0.056596985,230.9984,5,1,2,3,9267.936,1,29,1
334,12.867061281337046,0,0.2047,76.867,4,2,0,0,229.701,1,29,2
335,12.768202247191011,1,0.020618324,129.3994,5,1,2,3,2055.9904,1,29,2
336,5.5,0,0.04709821,101.3016,8,2,0,1,3339.6528,2,17,2
337,15.1,1,0.087584126,221.7456,7,2,1,1,6410.3224,1,12,1
338,15.7,1,0.038078899,122.9046,2,2,1,1,1992.0736,1,7,2
339,7.895,1,0.095102092,104.4332,2,2,1,1,2870.9296,1,7,2
340,12.305705009276435,1,0.011953902,164.5184,5,1,2,3,2807.0128,1,29,3
341,17.35,1,0.062799379,88.183,1,0,2,1,539.298,1,27,2
342,7.285,0,0.031125709,174.3054,1,0,2,1,4377.635,2,27,3
343,20.25,0,0.026005891,180.9976,7,2,1,1,2716.464,2,12,3
344,12.987879554655873,0,0.09246392,190.9504,4,2,0,0,383.5008,1,29,3
345,15.85,0,0.107765165,59.5904,9,1,0,1,703.0848,0,15,0
346,6.17,0,0.010647477,66.3826,9,1,0,1,1937.478,1,15,0
347,19.5,0,0.015749341,182.2608,9,1,0,1,3307.6944,2,15,3
348,19.2,0,0.077628053,197.611,9,1,0,1,3142.576,2,15,3
349,16.7,0,0.0,181.2292,3,1,2,2,2554.0088,1,5,3
350,20.85,1,0.056695731,104.0648,3,1,2,2,1869.5664,1,5,2
351,14.5,1,0.063993068,260.4594,7,2,1,1,5494.8474,1,12,1
352,11.395,1,0.069529262,233.1616,1,0,2,1,6093.4016,1,27,1
353,7.97,0,0.034452949,174.0422,8,2,0,1,2586.633,0,17,3
354,7.71,1,0.06670068,55.2956,9,1,0,1,1255.6988,1,15,0
